gauge_id,cluster
CL_12289002,7
CL_12289003,7
CL_12291001,8
CL_12400003,1
CL_12400004,1
CL_12448001,8
CL_12452001,6
CL_12561001,1
CL_12563001,0
CL_12582001,1
CL_12585001,1
CL_12585002,1
CL_12586001,1
CL_12600001,1
CL_12622001,1
CL_12660001,5
CL_12802001,5
CL_12805001,3
CL_12806001,3
CL_12820001,3
CL_12825002,7
CL_12861001,5
CL_12863002,5
CL_12865001,3
CL_12872001,5
CL_12876001,1
CL_12876004,1
CL_12878001,1
CL_12930001,6
CL_1300009,9
CL_1310002,9
CL_1410004,9
CL_1502002,9
CL_1502008,7
CL_1610002,7
CL_1610004,9
CL_1730001,9
CL_1730002,9
CL_1730003,9
CL_1730007,9
CL_1730012,9
CL_2101001,9
CL_2103001,6
CL_2103002,7
CL_2103003,3
CL_2103014,3
CL_2104002,7
CL_2104003,9
CL_2104013,9
CL_2105001,4
CL_2105002,9
CL_2105005,9
CL_2105007,4
CL_2110001,9
CL_2110002,9
CL_2110004,9
CL_2110031,4
CL_2112005,4
CL_2112006,3
CL_2112007,5
CL_2113001,9
CL_2510001,3
CL_3022001,0
CL_3041001,3
CL_3041002,1
CL_3041003,10
CL_3041005,0
CL_3050001,5
CL_3404001,3
CL_3414001,7
CL_3421001,4
CL_3430001,7
CL_3430002,2
CL_3430003,7
CL_3431001,7
CL_3434001,2
CL_3434003,9
CL_3450001,7
CL_3453001,7
CL_3802001,2
CL_3804002,2
CL_3806001,2
CL_3814001,2
CL_3814003,2
CL_3815001,2
CL_3815002,2
CL_3820001,2
CL_3820002,7
CL_3820003,2
CL_3825001,2
CL_3826001,2
CL_4301002,7
CL_4302001,2
CL_4306001,2
CL_4308001,2
CL_4311001,2
CL_4313001,2
CL_4314001,2
CL_4314002,2
CL_4320001,2
CL_4323001,2
CL_4335001,2
CL_4400001,3
CL_4501001,2
CL_4501002,2
CL_4502001,7
CL_4503001,8
CL_4506002,2
CL_4511002,6
CL_4512001,6
CL_4513001,6
CL_4514001,6
CL_4515001,8
CL_4515002,8
CL_4516001,6
CL_4520001,2
CL_4522001,6
CL_4522002,2
CL_4523001,6
CL_4523002,8
CL_4530001,8
CL_4531001,8
CL_4531002,8
CL_4532001,6
CL_4533002,3
CL_4534001,8
CL_4535002,6
CL_4537001,8
CL_4540001,2
CL_4540002,5
CL_4550003,8
CL_4556001,3
CL_4557002,3
CL_4558001,8
CL_4703001,6
CL_4703002,6
CL_4704001,6
CL_4704002,2
CL_4711001,6
CL_4712001,8
CL_4714001,5
CL_4716001,8
CL_4716004,6
CL_4721001,6
CL_4723001,6
CL_4726001,6
CL_4730001,8
CL_4810001,5
CL_4810005,3
CL_5100001,8
CL_5101001,8
CL_5110002,8
CL_5120001,5
CL_5200001,8
CL_5221001,3
CL_5221002,5
CL_5320001,5
CL_5401003,7
CL_5402001,2
CL_5402015,7
CL_5403002,2
CL_5403003,2
CL_5406001,2
CL_5410002,2
CL_5410005,2
CL_5411001,1
CL_5411002,4
CL_5414001,2
CL_5420002,3
CL_5421001,9
CL_5421002,2
CL_5422001,0
CL_5423002,3
CL_5423003,2
CL_5423004,5
CL_5423005,2
CL_5423006,5
CL_5427003,3
CL_5701001,7
CL_5701002,2
CL_5702001,7
CL_5703006,7
CL_5704002,2
CL_5705001,7
CL_5706001,7
CL_5707002,7
CL_5710001,2
CL_5715001,4
CL_5716001,3
CL_5720001,8
CL_5721001,2
CL_5721016,2
CL_5722001,6
CL_5722002,6
CL_5730005,3
CL_5730008,5
CL_5734001,3
CL_5737002,5
CL_5741001,5
CL_5746001,3
CL_5748001,3
CL_6000003,2
CL_6002001,7
CL_6003001,2
CL_6006001,2
CL_6008005,2
CL_6011001,7
CL_6013001,8
CL_6015001,3
CL_6018001,3
CL_6019003,3
CL_6025001,7
CL_6027001,1
CL_6028001,2
CL_6033001,3
CL_6033011,1
CL_6034001,3
CL_6034022,1
CL_6034023,3
CL_6035001,3
CL_6043001,3
CL_6132001,3
CL_7102001,2
CL_7102005,6
CL_7103001,8
CL_7104001,3
CL_7104002,8
CL_7112001,6
CL_7115001,6
CL_7116001,3
CL_7123001,3
CL_7200002,3
CL_7300001,9
CL_7303000,6
CL_7306001,2
CL_7308001,1
CL_7308002,2
CL_7317003,3
CL_7317005,8
CL_7320003,8
CL_7321002,8
CL_7322001,8
CL_7330001,3
CL_7331001,7
CL_7332001,3
CL_7335001,3
CL_7335002,3
CL_7336001,3
CL_7339001,3
CL_7340001,3
CL_7341001,3
CL_7343001,3
CL_7350001,3
CL_7350002,5
CL_7350003,3
CL_7351001,3
CL_7354001,3
CL_7354002,3
CL_7355001,3
CL_7355002,3
CL_7355003,8
CL_7357002,3
CL_7358001,3
CL_7359001,3
CL_7372001,3
CL_7374001,3
CL_7379001,3
CL_7379002,3
CL_7381001,3
CL_7383001,3
CL_7400001,3
CL_8104001,1
CL_8105001,8
CL_8106001,3
CL_8106002,1
CL_8112001,3
CL_8114001,3
CL_8115001,3
CL_8117001,3
CL_8117004,3
CL_8117005,3
CL_8117006,3
CL_8117008,3
CL_8118001,3
CL_8123001,3
CL_8124001,3
CL_8124002,3
CL_8130001,3
CL_8130002,3
CL_8132001,3
CL_8133001,3
CL_8134002,3
CL_8134003,3
CL_8135002,3
CL_8140002,3
CL_8141001,3
CL_8144001,3
CL_8210003,9
CL_8220001,3
CL_8220008,5
CL_8220009,3
CL_8220010,5
CL_8304001,1
CL_8307002,1
CL_8308000,6
CL_8312000,5
CL_8312001,1
CL_8313000,1
CL_8313001,1
CL_8316002,1
CL_8317001,1
CL_8317002,3
CL_8317004,1
CL_8317005,1
CL_8319001,1
CL_8323001,3
CL_8323002,3
CL_8324002,5
CL_8330001,3
CL_8332001,3
CL_8334001,3
CL_8342001,3
CL_8343001,3
CL_8350001,3
CL_8351001,3
CL_8356001,3
CL_8358001,3
CL_8362001,3
CL_8366002,7
CL_8372002,8
CL_8376001,3
CL_8380001,3
CL_8380006,1
CL_8381003,3
CL_8383001,3
CL_8385001,3
CL_8386001,3
CL_8393002,5
CL_8394001,3
CL_8430001,3
CL_8530001,3
CL_8700002,3
CL_8700003,5
CL_8720001,3
CL_8820001,3
CL_8821001,3
CL_8821002,3
CL_8821003,5
CL_8821006,5
CL_8822001,3
CL_8822002,3
CL_8910001,5
CL_9101001,3
CL_9101002,3
CL_9102001,3
CL_9104001,3
CL_9104002,3
CL_9106001,3
CL_9107001,3
CL_9107002,3
CL_9111001,3
CL_9113001,3
CL_9116001,3
CL_9122002,3
CL_9123001,3
CL_9126001,3
CL_9127001,3
CL_9129002,3
CL_9131001,3
CL_9134001,3
CL_9135001,3
CL_9140001,3
CL_9400000,6
CL_9402001,1
CL_9404001,3
CL_9405001,3
CL_9412001,3
CL_9414001,3
CL_9416001,3
CL_9420001,3
CL_9423001,3
CL_9433001,3
CL_9434001,3
CL_9436001,3
CL_9437002,3
USA_01013500,0
USA_01022500,0
USA_01030500,0
USA_01031500,0
USA_01047000,0
USA_01052500,0
USA_01054200,0
USA_01055000,0
USA_01057000,0
USA_01073000,1
USA_01078000,0
USA_01118300,1
USA_01121000,1
USA_01123000,1
USA_01134500,0
USA_01137500,0
USA_01139000,0
USA_01139800,0
USA_01142500,0
USA_01144000,0
USA_01162500,1
USA_01169000,0
USA_01170100,0
USA_01181000,0
USA_01187300,1
USA_01195100,1
USA_01333000,1
USA_01350000,0
USA_01350080,0
USA_01350140,1
USA_01365000,0
USA_01411300,1
USA_01413500,1
USA_01414500,1
USA_01415000,1
USA_01423000,1
USA_01434025,0
USA_01435000,0
USA_01439500,1
USA_01440000,1
USA_01440400,1
USA_01451800,1
USA_01466500,1
USA_01484100,1
USA_01485500,1
USA_01486000,1
USA_01487000,1
USA_01491000,1
USA_01510000,1
USA_01516500,1
USA_01518862,1
USA_01532000,1
USA_01539000,1
USA_01542810,1
USA_01543000,1
USA_01543500,1
USA_01544500,1
USA_01545600,1
USA_01547700,1
USA_01548500,1
USA_01549500,1
USA_01550000,1
USA_01552000,1
USA_01552500,1
USA_01557500,1
USA_01567500,1
USA_01568000,1
USA_01580000,1
USA_01583500,1
USA_01586610,1
USA_01591400,1
USA_01594950,1
USA_01596500,1
USA_01605500,1
USA_01606500,1
USA_01613050,1
USA_01620500,1
USA_01632000,1
USA_01632900,1
USA_01634500,1
USA_01638480,1
USA_01639500,1
USA_01644000,1
USA_01658500,1
USA_01664000,1
USA_01666500,1
USA_01667500,1
USA_01669000,1
USA_01669520,1
USA_02011400,1
USA_02011460,1
USA_02013000,1
USA_02014000,1
USA_02015700,1
USA_02016000,1
USA_02017500,1
USA_02018000,1
USA_02027000,1
USA_02027500,1
USA_02028500,1
USA_02038850,1
USA_02046000,1
USA_02051000,1
USA_02051500,1
USA_02053200,5
USA_02053800,1
USA_02055100,1
USA_02056900,1
USA_02059500,1
USA_02064000,1
USA_02065500,1
USA_02069700,1
USA_02070000,1
USA_02074500,1
USA_02077200,1
USA_02081500,1
USA_02082950,1
USA_02092500,5
USA_02096846,1
USA_02102908,5
USA_02108000,5
USA_02111180,1
USA_02111500,1
USA_02112120,1
USA_02112360,1
USA_02118500,1
USA_02125000,5
USA_02128000,1
USA_02137727,1
USA_02140991,1
USA_02143000,1
USA_02143040,1
USA_02149000,1
USA_02152100,1
USA_02177000,1
USA_02178400,1
USA_02193340,5
USA_02196000,5
USA_02198100,5
USA_02202600,5
USA_02212600,5
USA_02215100,5
USA_02216180,5
USA_02221525,1
USA_02231000,5
USA_02231342,9
USA_02235200,9
USA_02245500,9
USA_02246000,9
USA_02296500,9
USA_02297155,9
USA_02297310,9
USA_02298123,7
USA_02298608,9
USA_02299950,7
USA_02300700,9
USA_02310947,9
USA_02312200,9
USA_02314500,1
USA_02315500,1
USA_02324400,5
USA_02327100,5
USA_02342933,1
USA_02349900,5
USA_02350900,1
USA_02361000,1
USA_02363000,1
USA_02369800,1
USA_02371500,1
USA_02372250,1
USA_02374500,1
USA_02381600,1
USA_02384540,1
USA_02395120,1
USA_02408540,1
USA_02415000,1
USA_02422500,1
USA_02427250,5
USA_02430085,1
USA_02430615,1
USA_02450250,1
USA_02464000,1
USA_02464146,1
USA_02464360,1
USA_02465493,1
USA_02469800,5
USA_02472000,5
USA_02472500,5
USA_02479155,5
USA_02479300,5
USA_02479560,1
USA_02481000,5
USA_02481510,5
USA_03010655,1
USA_03011800,1
USA_03015500,1
USA_03021350,1
USA_03026500,1
USA_03028000,1
USA_03049000,1
USA_03049800,1
USA_03050000,1
USA_03066000,1
USA_03069500,1
USA_03070500,1
USA_03076600,1
USA_03078000,1
USA_03140000,1
USA_03144000,1
USA_03159540,1
USA_03161000,1
USA_03164000,1
USA_03165000,1
USA_03170000,1
USA_03173000,1
USA_03180500,1
USA_03182500,1
USA_03186500,1
USA_03187500,1
USA_03213700,1
USA_03237280,1
USA_03237500,1
USA_03238500,1
USA_03241500,8
USA_03280700,1
USA_03281100,1
USA_03281500,1
USA_03285000,1
USA_03291780,1
USA_03300400,1
USA_03338780,8
USA_03340800,1
USA_03346000,8
USA_03357350,1
USA_03364500,8
USA_03366500,1
USA_03368000,1
USA_03384450,1
USA_03439000,1
USA_03450000,1
USA_03455500,1
USA_03456500,1
USA_03460000,1
USA_03463300,1
USA_03471500,1
USA_03473000,1
USA_03479000,1
USA_03488000,1
USA_03498500,1
USA_03500000,1
USA_03500240,1
USA_03504000,1
USA_03574500,1
USA_03592718,1
USA_03604000,1
USA_04015330,0
USA_04024430,0
USA_04027000,0
USA_04040500,0
USA_04043050,0
USA_04045500,0
USA_04056500,0
USA_04057510,0
USA_04057800,0
USA_04059500,0
USA_04063700,0
USA_04074950,0
USA_04105700,1
USA_04115265,1
USA_04122200,1
USA_04122500,1
USA_04124000,0
USA_04127918,0
USA_04127997,0
USA_04161580,1
USA_04185000,1
USA_04196800,1
USA_04197100,1
USA_04197170,1
USA_04213000,1
USA_04213075,1
USA_04216418,1
USA_04221000,1
USA_04224775,1
USA_04233000,1
USA_04256000,0
USA_04296000,0
USA_05056000,0
USA_05057000,0
USA_05057200,0
USA_05062500,10
USA_05087500,10
USA_05120500,0
USA_05123400,0
USA_05129115,6
USA_05131500,6
USA_05291000,10
USA_05362000,0
USA_05393500,0
USA_05399500,10
USA_05408000,10
USA_05412500,10
USA_05413500,10
USA_05414000,10
USA_05444000,10
USA_05454000,10
USA_05458000,10
USA_05466500,8
USA_05487980,6
USA_05488200,6
USA_05489000,6
USA_05495000,6
USA_05495500,8
USA_05501000,8
USA_05503800,8
USA_05507600,8
USA_05508805,8
USA_05514500,8
USA_05525500,8
USA_05556500,8
USA_05584500,8
USA_05585000,6
USA_05591550,8
USA_05592050,8
USA_05592575,8
USA_05593575,8
USA_05593900,8
USA_05595730,1
USA_06037500,6
USA_06043500,2
USA_06154410,2
USA_06188000,2
USA_06191500,2
USA_06221400,7
USA_06224000,2
USA_06278300,2
USA_06280300,2
USA_06289000,2
USA_06291500,2
USA_06311000,2
USA_06332515,10
USA_06339100,10
USA_06339500,10
USA_06344600,10
USA_06350000,10
USA_06352000,10
USA_06353000,10
USA_06354000,10
USA_06360500,10
USA_06404000,2
USA_06406000,2
USA_06408700,7
USA_06409000,6
USA_06431500,6
USA_06440200,8
USA_06441500,8
USA_06447000,6
USA_06447500,10
USA_06450500,8
USA_06452000,6
USA_06453600,10
USA_06464500,8
USA_06468170,0
USA_06468250,0
USA_06470800,0
USA_06477500,10
USA_06479215,10
USA_06479438,10
USA_06601000,2
USA_06614800,2
USA_06622700,2
USA_06623800,2
USA_06632400,2
USA_06746095,2
USA_06784000,8
USA_06803510,2
USA_06803530,2
USA_06814000,6
USA_06847900,2
USA_06853800,6
USA_06876700,2
USA_06878000,6
USA_06879650,6
USA_06885500,6
USA_06888500,6
USA_06889200,6
USA_06889500,6
USA_06892000,6
USA_06903400,6
USA_06906800,8
USA_06910800,6
USA_06911900,6
USA_06917000,6
USA_06918460,8
USA_06919500,8
USA_06921070,1
USA_06921200,8
USA_06934000,8
USA_07014500,8
USA_07056000,1
USA_07057500,8
USA_07060710,1
USA_07066000,8
USA_07067000,8
USA_07068000,8
USA_07071500,8
USA_07083000,2
USA_07142300,6
USA_07145700,2
USA_07148400,6
USA_07149000,6
USA_07151500,10
USA_07167500,6
USA_07180500,6
USA_07184000,6
USA_07195800,8
USA_07196900,8
USA_07197000,8
USA_07208500,6
USA_07226500,7
USA_07261000,1
USA_07263295,1
USA_07290650,1
USA_07291000,5
USA_07292500,5
USA_07295000,5
USA_07299670,2
USA_07301410,8
USA_07301500,6
USA_07315200,8
USA_07315700,8
USA_07335700,1
USA_07340300,1
USA_07346045,1
USA_07359610,1
USA_07362100,1
USA_07362587,1
USA_07373000,1
USA_07375000,5
USA_07376000,5
USA_08013000,3
USA_08014500,3
USA_08023080,5
USA_08025500,3
USA_08029500,3
USA_08050800,8
USA_08066200,3
USA_08066300,1
USA_08070000,3
USA_08070200,3
USA_08079600,2
USA_08082700,2
USA_08086212,4
USA_08086290,4
USA_08101000,8
USA_08103900,8
USA_08104900,8
USA_08109700,8
USA_08150800,8
USA_08155200,8
USA_08158700,8
USA_08158810,8
USA_08164000,4
USA_08164300,4
USA_08164600,4
USA_08165300,4
USA_08171300,4
USA_08175000,4
USA_08176900,4
USA_08178880,4
USA_08189500,4
USA_08190000,4
USA_08190500,4
USA_08194200,4
USA_08195000,2
USA_08196000,2
USA_08198500,2
USA_08200000,2
USA_08202700,2
USA_08267500,2
USA_08269000,6
USA_08271000,2
USA_08324000,0
USA_08377900,6
USA_08378500,6
USA_08380500,6
USA_09034900,2
USA_09035800,2
USA_09035900,2
USA_09047700,2
USA_09065500,2
USA_09066000,2
USA_09066200,2
USA_09066300,2
USA_09081600,2
USA_09107000,2
USA_09210500,2
USA_09223000,2
USA_09306242,6
USA_09312600,6
USA_09352900,2
USA_09378170,6
USA_09378630,6
USA_09386900,10
USA_09404450,1
USA_09430500,5
USA_09430600,5
USA_09447800,5
USA_09480000,9
USA_09484000,5
USA_09484600,7
USA_09492400,6
USA_09494000,0
USA_09497800,5
USA_09497980,5
USA_09505200,1
USA_09505350,1
USA_09505800,5
USA_09508300,5
USA_09510200,5
USA_09512280,5
USA_09513780,5
USA_10023000,6
USA_10166430,2
USA_10172700,6
USA_10172800,2
USA_10173450,2
USA_10205030,6
USA_10234500,2
USA_10242000,6
USA_10244950,2
USA_10249300,6
USA_10258000,8
USA_10258500,5
USA_10259000,5
USA_10259200,5
USA_10263500,1
USA_10310500,1
USA_10316500,2
USA_10329500,6
USA_10336645,6
USA_10336660,6
USA_10336740,6
USA_10343500,6
USA_10348850,2
USA_10396000,6
USA_11098000,5
USA_11124500,5
USA_11141280,5
USA_11143000,5
USA_11148900,5
USA_11151300,5
USA_11162500,5
USA_11176400,5
USA_11180500,5
USA_11180960,5
USA_11224500,5
USA_11230500,2
USA_11237500,6
USA_11253310,5
USA_11264500,6
USA_11266500,6
USA_11274500,5
USA_11274630,5
USA_11284400,5
USA_11299600,5
USA_11381500,1
USA_11383500,1
USA_11451100,5
USA_11468500,5
USA_11473900,1
USA_11475560,3
USA_11476600,3
USA_11478500,3
USA_11480390,3
USA_11481200,3
USA_11482500,3
USA_11522500,1
USA_11523200,8
USA_11528700,1
USA_11532500,3
USA_12010000,3
USA_12013500,3
USA_12020000,3
USA_12025000,3
USA_12025700,3
USA_12035000,3
USA_12040500,3
USA_12041200,3
USA_12043000,3
USA_12048000,2
USA_12054000,3
USA_12056500,3
USA_12073500,3
USA_12082500,8
USA_12092000,2
USA_12095000,3
USA_12114500,8
USA_12115000,8
USA_12115500,8
USA_12117000,3
USA_12141300,8
USA_12143600,8
USA_12144000,8
USA_12145500,3
USA_12147500,3
USA_12147600,8
USA_12167000,3
USA_12175500,7
USA_12178100,2
USA_12186000,2
USA_12189500,2
USA_12358500,2
USA_12374250,6
USA_12375900,2
USA_12377150,2
USA_12381400,2
USA_12383500,2
USA_12388400,6
USA_12390700,6
USA_12411000,0
USA_12414500,6
USA_12447390,2
USA_12451000,2
USA_12488500,6
USA_13011500,2
USA_13011900,2
USA_13018300,2
USA_13023000,2
USA_13083000,6
USA_13161500,6
USA_13235000,2
USA_13240000,2
USA_13310700,6
USA_13313000,2
USA_13331500,2
USA_13337000,6
USA_13338500,6
USA_13340000,6
USA_13340600,6
USA_14020000,8
USA_14092750,8
USA_14096850,1
USA_14137000,3
USA_14138800,3
USA_14138870,3
USA_14138900,3
USA_14139800,3
USA_14141500,3
USA_14154500,3
USA_14158500,8
USA_14158790,1
USA_14166500,3
USA_14182500,3
USA_14185000,3
USA_14185900,3
USA_14187000,3
USA_14216500,1
USA_14222500,3
USA_14236200,3
USA_14301000,3
USA_14303200,3
USA_14305500,3
USA_14306340,3
USA_14306500,3
USA_14308990,3
USA_14309500,3
USA_14316700,3
USA_14325000,3
USA_14362250,3
USA_14400000,3
camelsaus_102101A,9
camelsaus_104001A,9
camelsaus_105101A,9
camelsaus_105102A,7
camelsaus_105105A,9
camelsaus_107001B,9
camelsaus_108002A,9
camelsaus_108003A,9
camelsaus_112002A,9
camelsaus_112102A,9
camelsaus_113004A,9
camelsaus_116006B,9
camelsaus_116010A,9
camelsaus_116011A,9
camelsaus_116012A,9
camelsaus_116013A,9
camelsaus_116014A,7
camelsaus_116015A,9
camelsaus_121001A,7
camelsaus_122004A,7
camelsaus_126003A,7
camelsaus_136202D,7
camelsaus_136203A,7
camelsaus_136208A,7
camelsaus_137101A,7
camelsaus_137201A,7
camelsaus_138004B,7
camelsaus_138009A,9
camelsaus_138010A,7
camelsaus_138113A,9
camelsaus_143009A,7
camelsaus_143110A,7
camelsaus_143303A,9
camelsaus_145010A,9
camelsaus_145011A,7
camelsaus_145018A,7
camelsaus_145101D,9
camelsaus_145107A,9
camelsaus_146010A,9
camelsaus_146012A,9
camelsaus_146014A,9
camelsaus_146095A,9
camelsaus_204034,9
camelsaus_206014,7
camelsaus_206018,4
camelsaus_208007,9
camelsaus_208009,5
camelsaus_210006,9
camelsaus_210011,9
camelsaus_211008,9
camelsaus_212209,3
camelsaus_212260,5
camelsaus_215002,5
camelsaus_215004,3
camelsaus_215207,3
camelsaus_216002,3
camelsaus_216004,9
camelsaus_218001,4
camelsaus_219001,4
camelsaus_221207,1
camelsaus_221210,3
camelsaus_222206,8
camelsaus_222213,1
camelsaus_223202,1
camelsaus_224206,1
camelsaus_224213A,1
camelsaus_224214A,8
camelsaus_225020A,1
camelsaus_225110A,1
camelsaus_225219,1
camelsaus_226220,1
camelsaus_226222,1
camelsaus_226407,1
camelsaus_227225A,1
camelsaus_227226,1
camelsaus_227227,5
camelsaus_229650A,1
camelsaus_229661A,1
camelsaus_230210,1
camelsaus_231213,1
camelsaus_235205,5
camelsaus_236213,1
camelsaus_238208,1
camelsaus_302214,5
camelsaus_304497,1
camelsaus_304499,1
camelsaus_305202,5
camelsaus_307473,3
camelsaus_308145,3
camelsaus_308799,1
camelsaus_312061,3
camelsaus_314207,3
camelsaus_314213,5
camelsaus_315450,3
camelsaus_318076,5
camelsaus_401009,1
camelsaus_401012,1
camelsaus_401015,5
camelsaus_401203,1
camelsaus_401208,1
camelsaus_401210,1
camelsaus_401212,1
camelsaus_401216,1
camelsaus_401217,1
camelsaus_402204,5
camelsaus_402206,1
camelsaus_402213,5
camelsaus_402217,1
camelsaus_403209A,1
camelsaus_403213A,5
camelsaus_403214,5
camelsaus_403217,5
camelsaus_403221,5
camelsaus_403222,5
camelsaus_403226,5
camelsaus_403232,5
camelsaus_404207,5
camelsaus_405205,1
camelsaus_405209,1
camelsaus_405215,1
camelsaus_405217,1
camelsaus_405218,1
camelsaus_405219,5
camelsaus_405226,5
camelsaus_405227,1
camelsaus_405238,5
camelsaus_405245,5
camelsaus_405248,5
camelsaus_405251,5
camelsaus_405263,1
camelsaus_405264,1
camelsaus_405274,5
camelsaus_406208,1
camelsaus_406213,5
camelsaus_406214,5
camelsaus_406224,5
camelsaus_407214,1
camelsaus_407215,1
camelsaus_407220,5
camelsaus_407230,5
camelsaus_407253,5
camelsaus_408200,5
camelsaus_408202,1
camelsaus_410057,1
camelsaus_410061,1
camelsaus_410705,5
camelsaus_410730,1
camelsaus_410731,5
camelsaus_410734,4
camelsaus_410761,3
camelsaus_412028,5
camelsaus_412050,5
camelsaus_412066,5
camelsaus_415207,1
camelsaus_415226,5
camelsaus_415237,5
camelsaus_416003,7
camelsaus_416008,4
camelsaus_418005,4
camelsaus_418014,5
camelsaus_419005,5
camelsaus_422202B,7
camelsaus_422306A,7
camelsaus_422313B,7
camelsaus_422319B,7
camelsaus_422321B,9
camelsaus_422334A,7
camelsaus_422394A,9
camelsaus_424002,9
camelsaus_424201A,7
camelsaus_604053,5
camelsaus_606001,5
camelsaus_606002,5
camelsaus_606185,5
camelsaus_607155,5
camelsaus_608002,5
camelsaus_610008,1
camelsaus_613002,1
camelsaus_613146,5
camelsaus_614044,5
camelsaus_616002,5
camelsaus_616013,5
camelsaus_616065,5
camelsaus_803003,9
camelsaus_804001,9
camelsaus_809310,9
camelsaus_912101A,7
camelsaus_912105A,7
camelsaus_915011A,7
camelsaus_917107A,7
camelsaus_919003A,9
camelsaus_919201A,9
camelsaus_919309A,7
camelsaus_922101B,9
camelsaus_925001A,9
camelsaus_926002A,9
camelsaus_A0020101,9
camelsaus_A0030501,9
camelsaus_A2390519,5
camelsaus_A2390523,5
camelsaus_A2390531,5
camelsaus_A5030502,5
camelsaus_A5040517,5
camelsaus_A5040523,5
camelsaus_A5050517,5
